code,date,big1000,big400,retail,people
3264,20260918,66.8,73.28,16.87,70755.0
3265,20260918,59.57,66.73,23.92,16932.0
3266,20260918,89.14,90.47,4.17,3680.0
3267,20260918,26.87,29.55,26.26,533.0
3268,20260918,28.67,34.77,41.86,42768.0
3272,20260918,45.52,50.3,37.23,9131.0
3274,20260918,0.0,74.43,5.2,34.0
3276,20260918,53.88,58.74,24.03,47207.0
3278,20260918,0.0,0.0,99.98,18.0
3279,20260918,0.0,0.0,54.47,113.0
3280,20260918,100.0,100.0,0.0,1.0
3283,20260918,15.12,49.63,18.25,147.0
3284,20260918,66.73,70.1,18.73,21813.0
3285,20260918,51.72,65.21,14.85,9814.0
3286,20260918,0.0,0.0,99.98,45.0
3287,20260918,48.76,59.55,26.33,3794.0
3288,20260918,36.75,48.2,28.52,11409.0
3289,20260918,13.07,26.66,56.02,58996.0
3290,20260918,42.37,54.5,25.09,26077.0
3293,20260918,45.68,55.52,31.63,109491.0
3294,20260918,46.87,51.91,36.95,16399.0
3295,20260918,0.0,0.0,47.65,18.0
3296,20260918,70.59,76.64,12.4,7072.0
3297,20260918,36.6,50.46,38.63,9839.0
3301,20260918,70.3,79.23,7.01,996.0
3302,20260918,0.0,0.0,1.84,3.0
3303,20260918,36.23,47.9,31.6,14219.0
3304,20260918,9.88,33.55,23.66,424.0
3305,20260918,35.71,42.01,45.93,61101.0
3306,20260918,43.14,48.6,40.46,29807.0
3308,20260918,59.03,61.79,28.34,10367.0
3309,20260918,53.91,77.1,5.02,24.0
3310,20260918,70.43,82.29,6.78,1718.0
3311,20260918,50.59,57.29,29.66,39411.0
3312,20260918,42.47,44.36,45.19,68818.0
3313,20260918,74.35,76.27,15.85,34170.0
3317,20260918,25.46,31.66,56.99,61729.0
3318,20260918,41.84,56.8,11.49,925.0
3320,20260918,0.0,0.0,6.08,5.0
3321,20260918,37.66,47.53,30.98,28362.0
3322,20260918,29.38,34.5,39.55,65018.0
3323,20260918,15.57,21.08,65.74,69251.0
3324,20260918,37.22,59.78,25.7,59645.0
3325,20260918,14.78,30.43,43.55,61173.0
3328,20260918,0.0,74.85,25.13,42.0
3330,20260918,0.0,0.0,100.0,4.0
3332,20260918,77.98,87.0,5.93,1710.0
3333,20260918,0.0,0.0,99.99,4.0
3334,20260918,89.35,91.54,3.09,127.0
3338,20260918,22.59,30.32,53.5,62155.0
3339,20260918,15.42,27.14,51.4,30847.0
3342,20260918,33.08,53.13,15.71,762.0
3343,20260918,39.29,44.66,17.6,869.0
3344,20260918,0.0,32.65,4.94,40.0
3345,20260918,93.93,95.55,1.32,101.0
3346,20260918,20.5,26.25,53.67,39354.0
3348,20260918,0.0,19.86,29.17,46.0
3349,20260918,26.9,49.9,17.59,1678.0
3350,20260918,0.0,14.05,37.46,924.0
3353,20260918,0.0,0.0,100.0,1.0
3354,20260918,70.56,71.7,23.08,6839.0
3355,20260918,0.0,0.0,99.99,8.0
3356,20260918,100.0,100.0,0.0,1.0
3357,20260918,41.62,57.49,26.85,21199.0
3360,20260918,16.99,22.56,54.17,46886.0
3361,20260918,68.18,81.55,6.04,389.0
3362,20260918,49.06,58.71,31.41,32226.0
3363,20260918,29.21,37.86,39.98,70500.0
3364,20260918,0.0,0.0,40.5,216.0
3366,20260918,0.0,0.0,100.0,2.0
3369,20260918,54.42,56.22,27.65,4636.0
3370,20260918,0.0,0.0,70.1,47.0
3371,20260918,78.3,78.3,6.66,26.0
3372,20260918,50.98,54.0,33.38,57233.0
3373,20260918,24.95,26.33,57.63,35527.0
3374,20260918,64.67,67.84,24.26,48429.0
3376,20260918,27.08,40.16,43.52,57821.0
3377,20260918,35.71,64.25,8.51,241.0
3379,20260918,24.78,27.4,55.97,29830.0
3380,20260918,63.37,65.51,23.78,42618.0
3381,20260918,0.0,0.0,15.94,7.0
3383,20260918,38.5,48.48,32.05,11620.0
3386,20260918,100.0,100.0,0.0,1.0
3388,20260918,29.65,37.92,44.46,15213.0
3390,20260918,17.95,31.14,42.39,56248.0
3391,20260918,52.44,66.0,10.57,928.0
3394,20260918,0.0,0.0,59.0,162.0
3397,20260918,0.0,0.0,87.48,1814.0
3401,20260918,0.0,0.0,42.01,9.0
3402,20260918,24.52,30.01,53.21,38621.0
3404,20260918,0.0,0.0,50.2,50.0
3406,20260918,40.43,61.84,17.26,32064.0
3408,20260918,0.0,0.0,99.99,10.0
3412,20260918,84.95,84.95,10.3,261.0
3413,20260918,41.65,46.51,38.78,28154.0
3414,20260918,0.0,0.0,78.73,252.0
3416,20260918,51.66,56.75,27.12,9455.0
3419,20260918,24.96,31.58,46.05,30584.0
3430,20260918,33.47,33.47,48.23,33322.0
3431,20260918,46.69,51.35,32.5,12537.0
3432,20260918,58.48,66.5,21.32,3475.0
3434,20260918,33.02,47.1,34.5,9317.0
3437,20260918,20.73,26.03,57.64,46582.0
3438,20260918,43.53,45.12,45.53,28325.0
3441,20260918,11.49,24.75,58.03,35208.0
3443,20260918,51.95,64.51,15.99,46559.0
3444,20260918,38.58,49.36,33.35,5008.0
3447,20260918,51.2,59.49,26.18,5774.0
3450,20260918,31.69,43.77,42.07,77361.0
3455,20260918,11.28,31.1,46.46,44526.0
3462,20260918,100.0,100.0,0.0,1.0
3463,20260918,100.0,100.0,0.0,1.0
3465,20260918,58.2,67.98,14.66,4575.0
3466,20260918,33.77,45.8,32.53,28964.0
3467,20260918,55.59,62.58,19.87,2501.0
3469,20260918,42.15,63.92,5.88,191.0
3471,20260918,25.6,45.04,22.44,503.0
3472,20260918,43.84,58.36,15.28,1709.0
3473,20260918,68.03,76.15,6.05,271.0
3475,20260918,0.0,0.0,84.28,1777.0
3479,20260918,30.26,39.83,44.55,37648.0
3481,20260918,32.44,37.06,45.96,1002711.0
3482,20260918,16.87,44.4,40.68,527.0
3483,20260918,12.04,21.89,61.93,52475.0
3484,20260918,24.24,32.18,42.18,47117.0
3485,20260918,33.54,51.37,28.64,7327.0
3489,20260918,79.83,81.58,10.24,2720.0
3490,20260918,16.27,24.22,55.8,34400.0
3491,20260918,21.91,35.72,36.97,66366.0
3492,20260918,41.95,47.29,31.02,2834.0
3494,20260918,56.77,61.82,22.3,18003.0
3496,20260918,70.66,79.91,7.09,205.0
3497,20260918,23.86,33.29,24.09,112.0
3498,20260918,48.02,54.96,30.24,54545.0
3499,20260918,41.84,44.33,42.05,41471.0
3501,20260918,42.49,47.38,35.24,12230.0
3502,20260918,12.4,34.17,29.02,283.0
3504,20260918,61.82,66.75,25.91,13036.0
3505,20260918,87.89,87.89,10.82,160.0
3506,20260918,0.0,19.83,47.43,606.0
3507,20260918,75.26,87.08,7.83,278.0
3508,20260918,37.44,47.64,39.85,67491.0
3511,20260918,51.13,53.75,36.63,9416.0
3512,20260918,64.4,71.83,16.6,4821.0
3513,20260918,51.88,97.03,0.2,25.0
3515,20260918,61.8,69.65,19.02,13650.0
3516,20260918,67.72,77.92,10.93,3166.0
3517,20260918,0.0,13.89,50.59,663.0
3518,20260918,26.15,35.9,34.8,29977.0
3519,20260918,46.45,50.83,34.49,65061.0
3520,20260918,28.63,41.51,34.76,48060.0
3521,20260918,78.97,81.8,8.63,39667.0
3522,20260918,50.3,56.85,22.16,28112.0
3523,20260918,78.36,83.39,8.77,7779.0
3524,20260918,39.39,66.46,9.53,301.0
3526,20260918,29.5,43.81,28.37,20936.0
3527,20260918,20.06,26.68,45.42,25048.0
3528,20260918,62.56,69.41,20.94,5596.0
3529,20260918,32.77,54.6,17.7,28115.0
3530,20260918,53.68,57.36,33.61,15949.0
3531,20260918,60.81,80.37,9.44,1821.0
3532,20260918,88.16,90.53,6.47,24310.0
3533,20260918,43.79,61.23,18.68,37159.0
3535,20260918,24.19,27.34,56.94,43254.0
3536,20260918,65.12,67.9,20.69,6379.0
3537,20260918,23.54,29.45,56.86,45045.0
3540,20260918,21.9,23.56,60.16,59703.0
3541,20260918,24.83,35.92,36.32,17901.0
3542,20260918,0.0,0.0,14.22,34.0
3543,20260918,33.28,49.97,24.22,24820.0
3544,20260918,0.0,0.0,79.92,578.0
3545,20260918,19.05,25.08,59.87,81821.0
3546,20260918,23.07,34.59,46.71,34520.0
3548,20260918,24.26,32.8,50.28,40616.0
3549,20260918,0.0,0.0,61.7,239.0
3550,20260918,31.08,43.52,41.8,51613.0
3551,20260918,34.23,50.32,37.1,13215.0
3552,20260918,32.42,38.18,49.59,55119.0
3554,20260918,87.29,87.29,5.43,135.0
3555,20260918,77.74,80.49,10.69,4312.0
3556,20260918,13.67,16.52,68.16,64387.0
3557,20260918,53.32,61.03,25.03,20114.0
3558,20260918,47.07,51.04,41.31,12108.0
3560,20260918,59.92,74.02,8.64,194.0
3563,20260918,39.46,50.37,34.75,37154.0
3564,20260918,59.07,60.47,29.58,6518.0
3566,20260918,60.69,73.96,6.44,10580.0
3567,20260918,7.93,18.59,57.26,33626.0
3568,20260918,46.7,72.35,13.47,187.0
3570,20260918,45.25,54.02,34.66,2921.0
3571,20260918,0.0,0.0,80.92,416.0
3572,20260918,29.87,44.74,14.07,330.0
3574,20260918,0.0,67.92,12.39,15.0
3576,20260918,34.28,39.02,43.99,213496.0
3577,20260918,50.22,66.57,17.1,4710.0
3579,20260918,65.76,74.14,18.67,6150.0
3580,20260918,7.21,12.46,57.18,41529.0
3581,20260918,48.53,58.28,29.34,7255.0
3583,20260918,49.15,59.72,27.44,31672.0
3584,20260918,18.42,25.45,50.22,21933.0
3585,20260918,34.96,39.64,44.48,14743.0
3586,20260918,0.0,51.29,18.04,88.0
3587,20260918,21.81,31.52,52.03,29849.0
3588,20260918,20.2,27.57,54.75,49332.0
3591,20260918,100.0,100.0,0.0,1.0
3592,20260918,24.87,36.07,45.64,36912.0
3593,20260918,50.01,64.2,18.63,24765.0
3594,20260918,42.15,53.47,28.42,20350.0
3595,20260918,28.89,31.72,44.94,24227.0
3596,20260918,59.94,70.37,19.16,25021.0
3597,20260918,56.92,64.47,17.55,2187.0
3601,20260918,40.76,52.62,14.14,688.0
3603,20260918,64.91,71.13,10.49,683.0
3604,20260918,0.0,0.0,38.94,14.0
3605,20260918,59.98,67.48,23.67,42578.0
3606,20260918,43.23,77.4,3.7,98.0
3607,20260918,21.5,32.26,38.29,47083.0
3609,20260918,34.43,53.77,22.21,7500.0
3610,20260918,76.71,78.87,13.42,1499.0
3611,20260918,46.89,58.29,24.46,4799.0
3613,20260918,50.87,66.67,12.97,1140.0
3615,20260918,24.61,31.9,57.06,43002.0
3616,20260918,25.84,42.8,20.99,3453.0
3617,20260918,52.68,66.85,16.2,7199.0
3619,20260918,15.73,27.79,17.83,164.0
3622,20260918,55.31,58.59,28.5,25111.0
3623,20260918,48.24,52.09,36.19,8283.0
3624,20260918,45.92,53.26,36.97,43363.0
3625,20260918,37.64,48.69,34.61,43109.0
3627,20260918,50.03,56.06,26.78,14080.0
3628,20260918,56.02,59.15,25.11,7430.0
3629,20260918,84.01,86.89,6.2,1740.0
3630,20260918,51.09,54.12,33.61,27953.0
3631,20260918,74.44,80.24,7.97,1697.0
3632,20260918,15.58,17.2,72.28,33410.0
3633,20260918,46.15,60.69,21.77,1863.0
3634,20260918,72.48,82.97,4.21,218.0
3635,20260918,0.0,0.0,48.21,397.0
3636,20260918,87.18,87.18,6.19,502.0
3637,20260918,71.3,77.46,10.92,824.0
3642,20260918,49.5,63.39,19.52,18060.0
3643,20260918,97.95,97.95,1.78,403.0
3644,20260918,69.45,77.29,8.37,2210.0
3645,20260918,27.86,37.93,47.1,65429.0
3646,20260918,19.97,48.88,18.4,36468.0
3647,20260918,0.0,0.0,69.56,2940.0
3649,20260918,0.0,36.51,20.34,275.0
3651,20260918,89.61,95.9,0.72,69.0
3652,20260918,67.94,72.29,14.6,3513.0
3653,20260918,64.05,70.58,10.87,36121.0
3656,20260918,75.19,77.46,14.13,3282.0
3657,20260918,86.89,97.29,2.69,47.0
3659,20260918,78.79,86.43,6.71,640.0
3661,20260918,10.7,33.46,39.08,107626.0
3662,20260918,48.89,53.41,30.92,22515.0
3663,20260918,61.98,64.92,28.43,24047.0
3664,20260918,66.69,68.46,17.19,5809.0
3665,20260918,44.37,61.77,15.87,56633.0
3666,20260918,80.24,83.32,10.74,28579.0
3669,20260918,54.68,58.59,29.66,8156.0
3671,20260918,72.48,87.86,0.93,53.0
3672,20260918,40.16,55.92,17.39,20994.0
3673,20260918,36.19,41.98,43.21,83430.0
3674,20260918,65.86,71.06,14.21,405.0
3675,20260918,55.16,56.94,30.32,14109.0
3678,20260918,35.94,52.54,16.7,1024.0
3679,20260918,54.01,65.87,19.38,5093.0
3680,20260918,43.98,57.15,28.01,29846.0
3681,20260918,94.39,95.08,2.05,341.0
3683,20260918,100.0,100.0,0.0,1.0
3684,20260918,52.87,62.35,22.75,6129.0
3685,20260918,44.65,61.14,16.95,13377.0
3686,20260918,16.77,21.81,55.77,62483.0
3687,20260918,32.52,37.33,50.35,36371.0
3689,20260918,14.21,25.6,54.82,34272.0
3690,20260918,83.95,89.17,4.93,1356.0
3691,20260918,53.99,59.27,29.59,13190.0
3693,20260918,41.57,52.24,32.01,23151.0
3694,20260918,53.61,57.87,29.4,14313.0
3701,20260918,71.06,72.8,21.87,48969.0
3702,20260918,77.86,82.99,10.31,97012.0
3703,20260918,68.19,72.3,16.78,34609.0
3704,20260918,58.68,64.77,23.91,43087.0
3705,20260918,62.34,69.3,18.15,26188.0
3706,20260918,52.71,55.7,35.77,195009.0
3707,20260918,42.37,45.2,46.38,90838.0
3708,20260918,38.01,49.44,36.48,46387.0
3709,20260918,66.31,71.67,18.02,8583.0
3710,20260918,100.0,100.0,0.0,1.0
3711,20260918,81.04,86.41,8.29,361302.0
3712,20260918,54.68,58.03,30.78,36078.0
3713,20260918,44.06,56.55,19.57,4180.0
3714,20260918,38.46,43.9,39.79,155227.0
3715,20260918,20.25,28.74,59.0,97965.0
3716,20260918,44.79,52.9,34.38,53629.0
3717,20260918,27.95,37.55,41.34,49504.0
3718,20260918,35.66,41.49,48.27,103345.0
4102,20260918,33.74,46.49,27.57,37611.0
4104,20260918,40.06,45.28,41.87,44294.0
4105,20260918,38.96,48.13,31.52,52181.0
4106,20260918,46.17,50.99,33.78,16132.0
4107,20260918,51.88,61.71,22.91,13538.0
4108,20260918,23.57,28.87,45.44,54696.0
4109,20260918,36.18,43.93,34.31,43654.0
4111,20260918,33.15,42.71,31.62,46421.0
4113,20260918,63.78,74.47,11.7,20098.0
4114,20260918,37.42,44.29,33.42,74451.0
4115,20260918,69.74,75.96,9.12,995.0
4116,20260918,54.95,54.95,30.54,4368.0
4117,20260918,37.83,55.44,28.1,6141.0
4118,20260918,90.11,90.11,3.18,202.0
4119,20260918,45.06,47.67,33.64,26705.0
4120,20260918,63.89,71.55,15.35,7445.0
4121,20260918,44.46,49.77,38.22,51564.0
4123,20260918,52.66,59.19,24.96,47918.0
4125,20260918,0.0,0.0,70.69,218.0
4126,20260918,54.99,63.01,25.06,22504.0
4127,20260918,65.41,73.44,14.03,26515.0
4128,20260918,39.34,43.66,35.8,101211.0
4129,20260918,48.65,59.94,22.64,34078.0
4131,20260918,72.24,77.3,9.72,3499.0
4132,20260918,38.33,46.63,29.13,42834.0
4133,20260918,18.53,23.57,59.0,54150.0
4135,20260918,44.13,65.43,11.57,511.0
4136,20260918,97.87,99.3,0.5,95.0
4137,20260918,44.41,51.19,31.13,7487.0
4138,20260918,51.42,51.42,39.35,21120.0
4139,20260918,47.88,68.67,8.25,1143.0
4140,20260918,0.0,0.0,67.61,473.0
4142,20260918,33.42,40.47,39.52,84013.0
4147,20260918,43.11,52.05,27.49,47459.0
4148,20260918,77.76,79.17,12.78,2283.0
4150,20260918,34.31,48.54,22.9,28445.0
4151,20260918,71.12,78.35,8.24,642.0
4153,20260918,72.11,76.68,14.78,5173.0
4154,20260918,67.1,76.61,8.45,881.0
4155,20260918,32.53,43.36,33.38,33068.0
4156,20260918,67.52,71.88,12.84,894.0
4157,20260918,52.55,59.41,20.57,31716.0
4160,20260918,25.36,29.63,47.79,34607.0
4161,20260918,26.96,44.55,25.06,5133.0
4162,20260918,38.96,45.05,36.96,47039.0
4163,20260918,58.66,70.08,13.99,24896.0
4164,20260918,39.89,50.5,31.64,19006.0
4166,20260918,79.18,82.81,7.18,3764.0
4167,20260918,34.34,42.28,32.47,56403.0
4168,20260918,20.05,27.38,45.77,50042.0
4169,20260918,47.47,54.16,22.66,4403.0
4170,20260918,45.21,58.5,20.58,6422.0
4171,20260918,27.66,32.72,48.58,38250.0
4172,20260918,30.08,39.01,28.95,24451.0
4173,20260918,40.0,43.05,38.05,30505.0
4174,20260918,34.47,41.14,41.69,42952.0
4175,20260918,54.98,56.05,30.39,11394.0
4177,20260918,48.19,59.03,20.03,2160.0
4178,20260918,72.41,77.78,9.27,4219.0
4181,20260918,0.0,0.0,82.16,1737.0
4183,20260918,43.25,62.62,17.31,1183.0
4184,20260918,92.03,92.03,4.47,644.0
4186,20260918,26.01,45.87,25.92,4676.0
4188,20260918,47.92,54.31,26.29,5030.0
4190,20260918,62.94,66.66,22.87,16546.0
4191,20260918,48.78,63.05,14.77,2532.0
4192,20260918,66.6,68.35,22.27,4618.0
4193,20260918,33.69,49.22,15.87,5426.0
4194,20260918,73.12,76.72,12.72,3283.0
4195,20260918,28.67,38.76,35.47,28524.0
4197,20260918,40.26,65.38,13.73,2357.0
4198,20260918,78.06,82.12,10.26,2599.0
4205,20260918,58.94,66.37,20.71,11014.0
4207,20260918,64.03,73.13,12.2,8497.0
4303,20260918,12.45,18.93,62.91,36537.0
4304,20260918,74.64,80.96,8.96,3670.0
4305,20260918,74.81,84.73,7.21,1691.0
4306,20260918,52.2,57.97,24.66,89845.0
4401,20260918,47.0,62.33,20.81,12628.0
4402,20260918,60.92,66.02,17.87,41585.0
4404,20260918,26.98,35.81,36.97,7868.0
4406,20260918,61.99,77.41,7.04,1526.0
4408,20260918,30.4,35.77,33.98,4011.0
4413,20260918,52.61,69.31,11.47,1652.0
4414,20260918,57.36,64.06,20.02,22685.0
4415,20260918,76.68,85.04,10.72,4358.0
4416,20260918,53.6,67.46,17.21,2750.0
4417,20260918,38.36,46.02,33.23,8271.0
4419,20260918,95.07,96.83,1.44,5191.0
4420,20260918,54.11,60.03,32.44,8102.0
4424,20260918,62.32,66.59,15.62,2550.0
4426,20260918,54.21,61.9,23.44,9531.0
4427,20260918,78.71,87.52,3.49,966.0
4430,20260918,53.29,64.1,25.23,8643.0
4431,20260918,64.16,70.86,20.43,2060.0
4432,20260918,45.45,55.43,26.42,4914.0
4433,20260918,52.24,56.25,29.36,10235.0
4438,20260918,50.12,65.78,15.79,4665.0
4439,20260918,69.43,78.29,11.25,1323.0
4440,20260918,28.87,57.01,25.59,3858.0
4441,20260918,56.91,70.39,10.75,2471.0
4442,20260918,49.6,74.91,9.63,961.0
4502,20260918,55.45,70.7,12.11,3845.0
4503,20260918,59.8,62.8,25.6,7613.0
4506,20260918,74.07,80.68,12.19,11123.0
4510,20260918,29.65,35.3,53.11,61203.0
4513,20260918,53.25,57.87,28.77,44199.0
4522,20260918,100.0,100.0,0.0,1.0
4523,20260918,52.02,59.94,25.44,35964.0
4526,20260918,40.53,47.29,41.48,62282.0
4527,20260918,61.92,67.5,17.58,4374.0
4528,20260918,58.69,62.32,29.91,13427.0
4529,20260918,53.99,58.79,24.58,8806.0
4530,20260918,64.46,72.61,14.0,7318.0
4532,20260918,65.12,70.08,17.04,19980.0
4533,20260918,33.09,36.99,49.79,68169.0
4534,20260918,29.58,40.5,39.55,18663.0
4535,20260918,69.7,77.42,9.55,7113.0
4536,20260918,38.54,56.28,21.68,7061.0
4537,20260918,77.0,82.02,9.94,2355.0
4538,20260918,71.86,80.7,8.26,1648.0
4540,20260918,25.53,29.88,58.38,42298.0
4541,20260918,27.11,38.09,44.47,43450.0
4542,20260918,20.72,48.8,32.29,6865.0
4543,20260918,42.0,46.95,39.52,22237.0
4544,20260918,49.87,67.51,7.43,1564.0
4545,20260918,69.05,72.44,16.62,22242.0
4546,20260918,60.44,70.58,12.03,968.0
4547,20260918,72.34,84.76,6.94,302.0
4548,20260918,100.0,100.0,0.0,1.0
4549,20260918,58.74,62.53,26.34,7235.0
4550,20260918,49.24,56.24,25.08,3165.0
4551,20260918,70.84,79.02,11.64,6835.0
4552,20260918,44.28,49.94,27.09,28647.0
4553,20260918,77.22,87.11,6.05,457.0
4554,20260918,50.62,52.18,27.99,2359.0
4555,20260918,65.67,70.48,16.87,4084.0
4556,20260918,70.8,75.16,17.17,3478.0
4557,20260918,27.21,43.27,25.66,27719.0
4558,20260918,52.1,72.83,12.23,1604.0
4559,20260918,79.9,87.85,5.13,665.0
4560,20260918,84.16,86.07,6.99,2518.0
4561,20260918,52.18,58.36,34.47,8837.0
4562,20260918,49.92,52.2,39.81,11828.0
4563,20260918,49.6,54.26,33.15,17733.0
4564,20260918,33.14,39.81,39.45,48729.0
4565,20260918,66.01,79.88,6.3,1439.0
4566,20260918,49.09,53.47,37.03,25831.0
4568,20260918,61.98,68.41,16.26,1602.0
4569,20260918,52.36,64.24,13.25,2003.0
4570,20260918,87.82,95.07,2.4,205.0
4571,20260918,55.7,66.05,23.97,6687.0
4572,20260918,61.89,64.18,17.17,3453.0
4573,20260918,28.7,41.89,33.82,10341.0
4575,20260918,53.88,69.19,8.5,743.0
4576,20260918,60.39,67.05,22.44,24226.0
4577,20260918,55.74,61.84,31.4,7176.0
4578,20260918,92.28,97.0,2.66,691.0
4580,20260918,37.67,49.25,32.97,5131.0
4581,20260918,46.15,62.81,19.45,1649.0
4582,20260918,43.96,55.06,19.04,2619.0
4583,20260918,82.18,86.0,7.1,7420.0
4584,20260918,69.25,80.08,9.86,1075.0
4585,20260918,75.3,76.68,19.97,19079.0
4587,20260918,88.23,88.23,6.85,949.0
4588,20260918,37.41,50.28,32.83,5167.0
4589,20260918,46.9,69.79,10.0,624.0
4590,20260918,35.3,50.29,31.16,10052.0
4609,20260918,64.61,76.26,8.85,1742.0
4702,20260918,46.49,51.02,35.21,14097.0
4703,20260918,22.65,26.2,54.25,9141.0
4706,20260918,77.56,82.94,6.12,2147.0
4707,20260918,65.27,70.74,17.98,28634.0
4711,20260918,53.42,60.0,25.21,7426.0
4712,20260918,43.69,45.99,34.48,3611.0
4714,20260918,21.71,29.1,46.66,53130.0
4716,20260918,25.27,33.45,41.91,44187.0
4717,20260918,0.0,0.0,99.99,999.0
4720,20260918,33.29,37.84,42.75,13395.0
4721,20260918,29.5,33.49,52.56,57370.0
4722,20260918,43.4,58.42,21.83,14806.0
4724,20260918,46.4,59.5,17.67,3038.0
4726,20260918,50.32,58.02,25.16,12695.0
4727,20260918,0.0,18.79,18.11,349.0
4728,20260918,65.91,84.47,4.74,16664.0
4729,20260918,44.7,49.93,32.22,7328.0
4730,20260918,57.91,69.86,11.91,1062.0
4732,20260918,47.04,67.05,13.86,1548.0
4734,20260918,0.0,14.95,29.7,371.0
4735,20260918,42.94,53.37,34.17,37623.0
4736,20260918,44.46,51.28,34.18,13646.0
4737,20260918,49.06,63.19,14.1,10914.0
4738,20260918,54.05,58.71,25.78,3396.0
4739,20260918,31.32,38.41,44.78,56764.0
4741,20260918,40.07,49.4,27.14,13043.0
4743,20260918,40.86,45.47,35.82,80424.0
4744,20260918,35.78,51.89,24.18,33405.0
4745,20260918,53.06,61.87,18.25,3144.0
4746,20260918,30.64,40.8,39.55,44226.0
4747,20260918,65.49,75.74,9.31,2195.0
4749,20260918,23.84,33.96,46.31,61636.0
4752,20260918,87.17,89.77,6.92,1062.0
4754,20260918,28.46,36.69,41.71,23002.0
4755,20260918,64.95,69.1,18.96,8712.0
4758,20260918,84.81,92.15,4.88,395.0
4760,20260918,34.68,36.4,36.94,11227.0
4762,20260918,97.29,99.67,0.3,139.0
4763,20260918,56.09,60.33,24.87,55162.0
4764,20260918,66.32,73.85,15.82,9884.0
4765,20260918,39.21,55.31,17.72,905.0
4766,20260918,63.05,69.98,15.76,10845.0
4767,20260918,46.86,62.75,9.39,884.0
4768,20260918,19.49,35.04,42.86,15768.0
4769,20260918,100.0,100.0,0.0,1.0
4770,20260918,59.7,64.54,20.08,8735.0
4771,20260918,44.58,59.74,16.9,3922.0
4772,20260918,42.03,48.74,36.42,33367.0
4773,20260918,92.29,94.99,0.73,228.0
4801,20260918,97.82,98.7,0.71,783.0
4802,20260918,85.36,87.92,6.15,296.0
4803,20260918,55.13,57.43,29.8,5710.0
4804,20260918,54.88,62.0,19.88,30105.0
4805,20260918,0.0,0.0,99.98,24.0
4806,20260918,85.88,89.1,4.36,14130.0
4807,20260918,63.32,68.24,14.79,14442.0
4903,20260918,37.88,42.77,45.61,46236.0
4904,20260918,91.01,93.56,3.83,85487.0
4905,20260918,63.8,81.7,9.12,1996.0
4906,20260918,20.4,27.26,52.58,92411.0
4907,20260918,83.76,85.8,7.06,2778.0
4908,20260918,44.24,56.2,33.47,34547.0
4909,20260918,22.65,25.14,60.94,63556.0
4911,20260918,48.05,58.15,19.94,3506.0
4912,20260918,38.73,51.27,27.4,25697.0
4913,20260918,0.0,25.75,33.82,475.0
4914,20260918,61.66,77.04,12.77,225.0
4915,20260918,51.32,59.98,26.48,34324.0
4916,20260918,22.36,27.14,61.68,74892.0
4917,20260918,93.2,97.57,0.42,16.0
4919,20260918,59.48,62.94,30.59,70779.0
4920,20260918,86.74,93.69,1.1,107.0
4922,20260918,11.8,25.44,47.93,4556.0
4923,20260918,23.32,39.27,35.6,30551.0
4924,20260918,55.94,71.02,13.25,1442.0
4925,20260918,31.68,49.5,25.76,5234.0
4927,20260918,17.76,27.81,49.28,58918.0
4929,20260918,0.0,0.0,57.99,384.0
4930,20260918,58.55,63.64,25.74,33605.0
4931,20260918,11.7,25.78,58.88,62477.0
4932,20260918,0.0,0.0,86.79,309.0
4933,20260918,59.88,63.48,21.51,5638.0
4934,20260918,29.43,34.73,45.73,70493.0
4935,20260918,57.74,62.52,23.18,7832.0
4938,20260918,75.07,79.56,14.44,144758.0
4939,20260918,27.18,35.99,49.92,65367.0
4942,20260918,54.54,62.2,20.71,6623.0
4943,20260918,53.5,64.19,24.83,21875.0
4946,20260918,42.58,42.58,45.35,8245.0
4949,20260918,41.15,52.29,31.61,11198.0
4950,20260918,68.13,73.05,15.16,6677.0
4951,20260918,4.48,19.61,51.83,11142.0
4952,20260918,47.79,52.34,36.71,14689.0
4953,20260918,37.89,45.63,35.37,34659.0
4956,20260918,34.03,39.48,48.11,42369.0
4958,20260918,65.72,71.33,20.63,220951.0
4960,20260918,57.69,62.92,26.46,89398.0
4961,20260918,36.73,48.38,36.09,40280.0
4962,20260918,99.89,99.89,0.09,16.0
4963,20260918,82.03,83.64,5.86,445.0
4965,20260918,100.0,100.0,0.0,1.0
4966,20260918,17.58,30.77,42.55,32359.0
4967,20260918,11.58,21.58,63.73,67109.0
4968,20260918,8.85,15.63,67.83,56482.0
4969,20260918,44.91,55.64,21.61,11530.0
4971,20260918,22.03,44.39,39.39,38444.0
4972,20260918,36.87,50.03,35.49,15389.0
4973,20260918,14.4,22.96,61.7,50207.0
4974,20260918,39.73,42.2,45.58,42907.0
4975,20260918,95.92,96.31,2.21,1023.0
4976,20260918,25.82,30.2,54.04,44841.0
4977,20260918,8.43,16.93,65.38,49873.0
4978,20260918,82.32,82.32,8.78,67.0
4979,20260918,26.77,43.87,41.94,85637.0
4980,20260918,50.4,58.12,21.29,2367.0
4985,20260918,100.0,100.0,0.0,1.0
4989,20260918,11.69,17.0,70.69,51485.0
4990,20260918,43.97,53.41,20.86,3279.0
4991,20260918,37.64,47.11,38.42,62801.0
4992,20260918,76.9,82.09,4.75,1033.0
4994,20260918,80.57,86.25,5.77,2155.0
4995,20260918,52.59,67.88,16.05,4965.0
