code,date,big1000,big400,retail,people
00684R,20260918,73.79,81.26,7.74,167.0
00685L,20260918,21.58,33.57,28.08,190002.0
00686R,20260918,51.11,68.57,7.03,2052.0
00687B,20260918,36.41,42.34,28.94,152598.0
00687C,20260918,93.67,93.67,6.3,16.0
00688L,20260918,35.42,49.36,15.12,9098.0
00689R,20260918,73.94,87.48,0.31,46.0
00690,20260918,7.91,13.38,70.42,17110.0
00692,20260918,14.99,16.7,69.6,91243.0
00693U,20260918,36.6,43.29,30.73,2890.0
00694B,20260918,56.88,63.34,24.09,2000.0
00695B,20260918,68.8,73.54,19.46,2246.0
00696B,20260918,82.06,82.98,11.13,10941.0
00697B,20260918,19.24,22.8,52.82,6735.0
00700,20260918,5.16,11.77,46.99,2595.0
00701,20260918,5.41,6.9,83.54,37720.0
00702,20260918,31.04,55.08,37.16,1149.0
00703,20260918,0.0,27.01,48.24,1016.0
00706L,20260918,22.05,31.72,32.42,6037.0
00707R,20260918,77.06,95.08,0.26,23.0
00708L,20260918,18.65,26.05,48.17,18165.0
00709,20260918,7.44,33.42,44.64,2257.0
00710B,20260918,81.03,81.57,12.67,3706.0
00711B,20260918,99.18,99.28,0.38,796.0
00712,20260918,19.46,31.02,24.69,145534.0
00713,20260918,20.86,22.08,65.25,269348.0
00714,20260918,15.98,47.1,40.96,2374.0
00715L,20260918,53.68,59.93,20.84,3318.0
00717,20260918,17.92,26.33,44.73,7515.0
00719B,20260918,22.94,30.04,35.53,14841.0
00720B,20260918,62.48,65.79,16.83,77572.0
00722B,20260918,89.15,89.92,6.95,13452.0
00723B,20260918,99.65,99.72,0.09,470.0
00724B,20260918,97.5,97.64,1.48,6172.0
00725B,20260918,80.41,82.0,9.37,41166.0
00726B,20260918,97.65,97.95,1.11,1719.0
00727B,20260918,87.58,89.71,6.55,725.0
00728,20260918,2.91,2.91,80.63,9916.0
00730,20260918,12.01,15.67,74.23,13043.0
00731,20260918,0.0,15.64,73.87,8171.0
00733,20260918,11.52,13.05,77.5,20648.0
00734B,20260918,80.06,82.54,10.14,519.0
00735,20260918,14.05,20.9,63.49,31782.0
00736,20260918,41.59,72.85,18.1,491.0
00737,20260918,9.34,15.05,72.15,5480.0
00738U,20260918,12.8,20.35,53.59,32751.0
00739,20260918,19.58,38.34,39.53,1956.0
00740B,20260918,96.26,96.66,1.77,6003.0
00741B,20260918,37.85,49.89,34.98,1133.0
00746B,20260918,99.44,99.56,0.22,1317.0
00749B,20260918,99.75,99.75,0.05,193.0
00750B,20260918,99.32,99.73,0.08,76.0
00751B,20260918,72.8,75.53,11.43,67049.0
00752,20260918,26.66,30.83,42.22,17191.0
00753L,20260918,32.52,47.87,16.73,11420.0
00754B,20260918,99.75,99.75,0.13,460.0
00755B,20260918,97.72,97.72,1.5,1007.0
00756B,20260918,97.21,97.64,1.44,2329.0
00757,20260918,27.5,30.43,54.02,68274.0
00758B,20260918,90.49,90.49,3.75,123.0
00759B,20260918,98.89,98.89,0.42,120.0
00760B,20260918,99.16,99.16,0.55,621.0
00761B,20260918,98.48,98.55,0.8,3427.0
00762,20260918,14.44,18.07,71.6,22633.0
00763U,20260918,44.92,49.14,33.79,4008.0
00764B,20260918,93.6,94.07,3.66,8291.0
00768B,20260918,97.83,98.19,0.96,1749.0
00770,20260918,7.18,11.46,69.48,22185.0
00771,20260918,11.94,15.45,60.69,2066.0
00772B,20260918,78.61,80.38,10.05,40591.0
00773B,20260918,95.25,95.67,2.54,8886.0
00775B,20260918,99.23,99.66,0.08,183.0
00777B,20260918,99.88,99.92,0.01,224.0
00778B,20260918,99.92,99.94,0.02,184.0
00779B,20260918,99.5,99.57,0.22,639.0
00780B,20260918,96.87,97.39,2.13,1283.0
00781B,20260918,16.97,30.79,47.58,734.0
00782B,20260918,14.34,24.85,48.09,1259.0
00783,20260918,0.0,11.36,51.63,807.0
00785B,20260918,99.7,99.83,0.04,238.0
00786B,20260918,15.33,29.51,44.57,1282.0
00787B,20260918,16.94,41.33,43.99,1005.0
00788B,20260918,15.29,27.31,44.02,1453.0
00789B,20260918,99.07,99.38,0.29,355.0
00791B,20260918,99.68,99.68,0.08,99.0
00792B,20260918,99.81,99.86,0.05,450.0
00793B,20260918,0.0,0.0,58.37,260.0
00795B,20260918,51.57,55.57,21.31,37168.0
00799B,20260918,8.46,25.26,48.87,1665.0
00830,20260918,18.85,21.38,62.67,184109.0
00834B,20260918,94.36,94.36,1.55,135.0
00836B,20260918,99.33,99.61,0.25,423.0
00840B,20260918,99.27,99.27,0.23,91.0
00841B,20260918,98.66,99.43,0.29,121.0
00842B,20260918,33.1,43.44,29.75,1003.0
00844B,20260918,98.91,99.21,0.56,298.0
00845B,20260918,99.34,99.59,0.17,221.0
00846B,20260918,98.18,98.18,0.99,257.0
00847B,20260918,0.0,32.84,32.6,305.0
00848B,20260918,99.21,99.21,0.24,153.0
00849B,20260918,99.74,99.84,0.01,106.0
00850,20260918,15.15,17.66,71.29,80406.0
00851,20260918,27.87,27.87,54.8,2131.0
00852L,20260918,36.02,50.97,32.37,573.0
00853B,20260918,89.53,91.02,6.57,2333.0
00856B,20260918,59.59,65.55,20.23,408.0
00857B,20260918,55.51,59.83,22.3,15662.0
00858,20260918,12.82,16.22,58.66,18945.0
00859B,20260918,11.48,21.48,45.82,1964.0
00860B,20260918,0.0,0.0,67.35,365.0
00861,20260918,3.81,5.09,83.02,18845.0
00862B,20260918,98.27,98.32,1.08,1498.0
00863B,20260918,99.42,99.51,0.23,336.0
00864B,20260918,27.29,34.71,28.16,3822.0
00865B,20260918,23.04,30.5,28.88,10274.0
00867B,20260918,99.72,99.72,0.08,214.0
00870B,20260918,99.43,99.6,0.23,313.0
00875,20260918,12.75,21.48,65.2,7308.0
00876,20260918,24.51,27.41,62.38,22972.0
00877,20260918,11.11,18.25,51.05,13621.0
00878,20260918,8.92,11.06,58.74,1668893.0
00881,20260918,13.76,15.31,65.66,408695.0
00882,20260918,17.7,26.65,35.25,83188.0
00884B,20260918,98.78,98.78,0.56,212.0
00885,20260918,11.35,17.19,50.88,48165.0
00886,20260918,0.0,13.54,68.26,1186.0
00887,20260918,19.28,31.14,34.39,20491.0
00888,20260918,9.83,11.1,71.63,92702.0
00890B,20260918,65.7,73.58,20.28,699.0
00891,20260918,10.78,12.89,62.21,190926.0
00892,20260918,14.21,17.39,66.11,46251.0
00893,20260918,5.42,8.55,74.48,56830.0
00894,20260918,10.49,12.5,72.25,26478.0
00895,20260918,7.9,9.66,75.78,28967.0
00896,20260918,5.28,6.79,71.13,62583.0
00897,20260918,14.31,22.9,48.87,10073.0
00898,20260918,11.16,20.9,53.51,8543.0
00899,20260918,0.0,5.6,74.54,3647.0
00900,20260918,13.14,15.59,58.17,128411.0
00901,20260918,5.94,14.4,72.95,11690.0
00902,20260918,12.56,16.87,55.2,17999.0
00903,20260918,6.75,10.53,70.71,7066.0
00904,20260918,6.51,13.3,70.37,24248.0
00905,20260918,5.53,7.25,70.16,44583.0
00907,20260918,9.18,12.33,67.45,19976.0
00908,20260918,24.63,36.31,43.79,2722.0
00909,20260918,6.5,12.03,73.48,26256.0
00910,20260918,4.88,8.39,77.58,38491.0
00911,20260918,11.45,16.84,74.57,13307.0
00912,20260918,19.23,21.19,63.72,8342.0
00913,20260918,17.4,20.11,63.58,12041.0
00915,20260918,15.12,17.32,71.25,71178.0
00916,20260918,8.17,14.96,70.5,19446.0
00917,20260918,5.05,11.38,71.44,12760.0
00918,20260918,6.63,9.61,60.08,347123.0
00919,20260918,8.37,11.13,56.24,1452123.0
00920,20260918,7.57,19.26,68.97,6404.0
00921,20260918,2.16,6.71,80.03,10187.0
00922,20260918,28.96,31.07,50.35,187534.0
00923,20260918,12.9,14.38,69.24,124339.0
00924,20260918,19.72,21.88,60.79,55295.0
00926,20260918,52.5,56.41,36.75,9248.0
00927,20260918,9.7,12.11,64.02,142057.0
00928,20260918,9.2,19.93,62.02,7243.0
00929,20260918,7.42,9.36,60.32,461873.0
00930,20260918,4.22,6.17,79.68,21035.0
00931B,20260918,75.18,76.83,12.84,33648.0
00932,20260918,8.6,11.1,70.73,13139.0
00933B,20260918,73.1,76.39,10.37,78146.0
00934,20260918,8.49,10.2,69.66,49801.0
00935,20260918,18.62,20.32,61.15,125954.0
00936,20260918,8.85,9.79,70.64,22252.0
00937B,20260918,51.78,60.71,12.13,211106.0
00938,20260918,46.74,47.85,39.68,6411.0
00939,20260918,5.34,7.28,65.46,102430.0
00940,20260918,9.14,12.73,53.25,313343.0
00941,20260918,9.62,13.01,64.6,47208.0
00942B,20260918,88.93,89.89,4.58,9792.0
00943,20260918,25.5,31.27,54.9,4220.0
00944,20260918,5.03,9.21,72.38,7853.0
00945B,20260918,33.59,40.71,22.67,18706.0
00946,20260918,17.11,19.43,55.28,35889.0
00947,20260918,18.26,22.47,61.24,38962.0
00948B,20260918,78.86,81.99,6.35,26408.0
00949,20260918,14.87,19.91,58.45,17318.0
00950B,20260918,89.69,91.02,3.04,12135.0
00951,20260918,24.72,29.39,44.14,15921.0
00952,20260918,7.19,12.86,60.44,22931.0
00953B,20260918,39.7,53.58,11.83,51392.0
00954,20260918,15.02,21.98,54.18,11218.0
00955,20260918,27.25,32.12,43.75,35452.0
00956,20260918,11.76,20.96,53.93,3221.0
00957B,20260918,43.26,50.83,19.96,3940.0
00958B,20260918,15.1,21.64,36.67,4315.0
00959B,20260918,41.15,48.81,18.3,9177.0
00960,20260918,16.9,18.15,69.27,12650.0
00961,20260918,7.47,12.71,46.55,58821.0
00962,20260918,7.16,11.93,61.21,10463.0
00963,20260918,20.39,26.51,31.0,5151.0
00964,20260918,9.32,18.94,42.21,4550.0
00965,20260918,43.34,46.3,37.26,33442.0
00966B,20260918,31.0,37.66,33.38,3901.0
00967B,20260918,62.63,70.66,12.93,2658.0
00968B,20260918,63.66,68.76,12.01,8209.0
00969B,20260918,58.35,68.26,12.86,2084.0
00970B,20260918,53.52,60.24,17.25,5855.0
00971,20260918,11.78,18.3,62.74,6698.0
00972,20260918,33.13,33.13,47.91,1642.0
009800,20260918,24.45,29.1,42.9,19915.0
009801,20260918,9.83,20.51,54.59,8768.0
009802,20260918,15.78,19.51,54.54,42160.0
009803,20260918,8.97,12.83,61.28,30839.0
009804,20260918,6.35,11.04,63.61,18130.0
009805,20260918,14.3,19.02,54.76,55192.0
009806,20260918,37.39,57.7,30.31,1094.0
009807,20260918,32.46,58.1,34.15,1170.0
009808,20260918,7.56,11.19,63.74,4280.0
009809,20260918,33.12,38.01,43.3,2503.0
00980A,20260918,22.02,24.14,54.34,71583.0
00980B,20260918,39.56,47.67,27.13,1507.0
00980D,20260918,28.12,36.52,28.57,3407.0
00980T,20260918,48.84,53.01,28.39,3204.0
009810,20260918,23.62,35.87,44.25,1938.0
009811,20260918,10.25,17.31,56.8,22864.0
009812,20260918,27.67,37.12,40.48,5895.0
009813,20260918,18.17,23.7,50.14,23337.0
009814,20260918,15.92,20.19,53.07,13840.0
009815,20260918,15.99,21.85,51.2,29614.0
009816,20260918,13.73,19.46,49.33,918465.0
009817,20260918,14.97,24.69,40.13,10103.0
009818,20260918,5.6,6.61,66.31,4916.0
009819,20260918,8.19,12.36,62.54,51667.0
00981A,20260918,13.58,18.2,54.58,985260.0
00981B,20260918,34.46,50.88,11.34,16700.0
00981D,20260918,31.23,44.72,15.98,8553.0
00981T,20260918,22.73,35.72,27.71,8339.0
009820,20260918,27.88,37.36,31.82,37448.0
009821,20260918,6.58,10.3,67.03,55127.0
009822,20260918,5.64,12.13,60.85,5073.0
009823,20260918,13.89,18.09,58.45,33791.0
009824,20260918,9.17,15.27,58.61,46841.0
009825,20260918,4.56,12.76,44.67,4452.0
009826,20260918,16.43,25.0,43.96,62097.0
009827,20260918,9.0,14.39,51.42,16241.0
009828,20260918,9.16,13.4,59.53,60831.0
009829,20260918,35.66,43.26,30.2,13874.0
00982A,20260918,9.46,13.02,58.36,180091.0
00982B,20260918,53.33,59.03,17.54,768.0
00982D,20260918,28.74,36.43,30.8,2819.0
00982T,20260918,6.26,15.05,66.39,1926.0
00983A,20260918,16.02,22.77,57.62,8942.0
00983B,20260918,48.83,56.03,19.54,790.0
00983D,20260918,10.65,30.43,27.56,3968.0
00984A,20260918,12.61,15.26,62.19,62485.0
00984B,20260918,29.07,35.91,25.72,3473.0
00984D,20260918,27.68,44.15,14.12,14729.0
00985A,20260918,13.56,16.56,60.09,46066.0
00985B,20260918,54.15,64.18,11.39,8711.0
00985D,20260918,44.82,56.08,18.3,2442.0
00986A,20260918,11.2,19.04,60.52,4701.0
00986B,20260918,73.57,79.23,10.75,392.0
00986D,20260918,41.07,51.19,14.77,2369.0
00987A,20260918,9.98,13.82,66.79,17443.0
00987B,20260918,39.14,54.26,20.1,2129.0
00987D,20260918,72.8,75.4,14.28,1685.0
00988A,20260918,12.82,18.1,51.34,232378.0
00988B,20260918,17.25,28.69,33.0,5454.0
00989A,20260918,11.28,15.24,57.71,6714.0
00989B,20260918,25.02,39.65,25.26,2612.0
00990A,20260918,25.67,33.62,37.0,122027.0
00990B,20260918,31.12,38.12,30.63,3261.0
00991A,20260918,14.25,18.8,52.48,338843.0
00991B,20260918,97.44,98.28,0.84,404.0
00992A,20260918,11.48,16.27,55.65,179634.0
00993A,20260918,14.8,20.51,50.64,46807.0
00994A,20260918,10.41,16.13,59.05,28638.0
00995A,20260918,11.89,15.56,60.31,24283.0
00996A,20260918,15.51,20.24,55.7,22546.0
00997A,20260918,9.86,16.57,51.12,68023.0
00998A,20260918,26.9,29.95,46.11,23451.0
00999A,20260918,6.7,10.6,62.51,87779.0
1101,20260918,50.74,54.78,29.56,511642.0
1102,20260918,79.61,81.85,11.69,101536.0
1103,20260918,76.64,80.19,11.57,74292.0
1104,20260918,67.79,73.23,16.32,56064.0
1107,20260918,99.7,99.7,0.29,3432.0
1108,20260918,74.79,78.62,12.86,12979.0
1109,20260918,72.96,79.65,11.3,12069.0
1110,20260918,91.42,94.05,2.26,5172.0
1201,20260918,59.24,63.84,23.43,87641.0
1203,20260918,86.76,90.94,4.83,55158.0
1204,20260918,31.8,45.78,39.35,3513.0
1207,20260918,75.31,77.29,16.41,46638.0
1210,20260918,60.94,65.14,25.86,100064.0
1212,20260918,35.63,44.29,32.74,30359.0
1213,20260918,77.04,81.16,12.95,6553.0
1215,20260918,52.79,56.27,35.52,97690.0
1216,20260918,86.19,89.58,6.81,142199.0
1217,20260918,54.12,61.92,25.98,137585.0
1218,20260918,63.3,66.99,21.72,82575.0
1219,20260918,59.11,64.2,23.06,52865.0
1220,20260918,60.48,67.88,18.59,47363.0
1221,20260918,25.87,34.2,42.18,18642.0
1224,20260918,82.38,88.36,6.17,3610.0
1225,20260918,86.76,89.46,6.16,43835.0
1227,20260918,64.33,67.15,23.8,53310.0
1228,20260918,12.2,38.0,31.02,1579.0
1229,20260918,63.08,66.09,22.05,103120.0
1231,20260918,63.62,64.8,27.64,36321.0
1232,20260918,72.04,73.51,19.85,16777.0
1233,20260918,68.44,75.86,9.41,10243.0
1234,20260918,74.29,83.05,9.22,24080.0
1235,20260918,95.42,96.36,1.73,2914.0
1236,20260918,78.77,83.66,9.62,11601.0
1238,20260918,8.57,11.74,55.23,2038.0
1240,20260918,49.16,69.69,14.84,3020.0
1256,20260918,47.11,59.9,26.14,6298.0
1259,20260918,71.16,78.33,12.92,16179.0
1260,20260918,70.59,76.37,7.47,1327.0
1264,20260918,24.84,47.19,33.72,9296.0
1268,20260918,72.16,78.11,14.37,3503.0
1269,20260918,72.54,77.54,7.79,728.0
1271,20260918,64.42,74.66,12.47,2879.0
1293,20260918,42.39,74.32,7.77,396.0
1294,20260918,44.0,60.22,20.37,4543.0
1295,20260918,44.91,57.92,26.0,3292.0
1301,20260918,72.59,75.33,17.19,293131.0
1303,20260918,83.84,86.37,8.71,280958.0
1304,20260918,57.82,61.3,26.8,99239.0
1305,20260918,48.61,52.05,33.33,72181.0
1306,20260918,19.41,21.34,52.65,6129.0
1307,20260918,77.3,80.16,12.39,18031.0
1308,20260918,49.95,53.11,32.37,75807.0
1309,20260918,43.94,46.89,39.91,78585.0
1310,20260918,24.82,30.87,48.48,105143.0
1312,20260918,56.14,60.09,26.35,139255.0
1313,20260918,63.93,68.68,19.63,61271.0
1314,20260918,34.43,42.83,34.14,299289.0
1315,20260918,71.05,81.67,10.55,5801.0
1316,20260918,33.34,41.9,36.91,61081.0
1319,20260918,76.04,80.22,14.55,31855.0
1321,20260918,53.63,70.54,7.87,3961.0
1323,20260918,61.23,70.58,16.28,14490.0
1324,20260918,60.81,66.27,25.02,23390.0
1325,20260918,44.85,48.73,40.48,36104.0
1326,20260918,80.42,83.04,11.25,183034.0
1333,20260918,43.03,51.19,24.1,15926.0
1336,20260918,38.52,51.32,25.15,12361.0
1337,20260918,39.1,47.24,32.98,52353.0
1338,20260918,34.27,44.16,36.58,55985.0
1339,20260918,72.42,75.22,18.31,7271.0
1340,20260918,28.15,35.16,42.34,61652.0
1341,20260918,75.97,83.71,6.49,9701.0
1342,20260918,51.25,59.04,27.65,8697.0
1343,20260918,42.18,66.19,13.9,1206.0
1402,20260918,87.04,89.1,6.33,88055.0
1407,20260918,28.87,35.29,46.69,162025.0
1408,20260918,12.54,20.7,53.09,70677.0
1409,20260918,57.87,61.47,27.2,155997.0
1410,20260918,68.39,77.06,10.1,6632.0
1413,20260918,69.55,76.07,10.85,8456.0
1414,20260918,82.85,88.57,7.26,26845.0
1416,20260918,50.65,56.27,25.35,45300.0
1417,20260918,48.25,57.97,26.41,55510.0
1418,20260918,58.96,71.58,11.26,30556.0
1419,20260918,85.53,90.94,4.02,16817.0
1423,20260918,74.48,83.31,8.92,18131.0
1432,20260918,53.3,54.84,38.07,257251.0
1434,20260918,68.61,72.04,17.17,63998.0
1435,20260918,93.05,94.87,2.99,33048.0
1436,20260918,72.04,76.47,16.46,14358.0
1437,20260918,67.32,79.68,10.0,8493.0
1438,20260918,76.79,83.05,9.33,5036.0
1439,20260918,77.15,85.75,7.85,4332.0
1440,20260918,73.51,78.39,12.87,93642.0
1441,20260918,58.35,65.0,27.91,14428.0
1442,20260918,79.25,87.4,5.93,8484.0
1443,20260918,82.69,89.98,5.25,15690.0
1444,20260918,59.93,64.17,23.55,60383.0
1445,20260918,59.26,68.63,15.58,11835.0
1446,20260918,62.65,66.41,18.84,8012.0
1447,20260918,65.97,70.16,19.39,42179.0
1449,20260918,32.57,38.86,42.17,45130.0
1450,20260918,21.04,25.83,49.27,15114.0
1451,20260918,56.67,63.76,19.97,16673.0
1452,20260918,38.8,49.69,28.96,47005.0
1453,20260918,73.7,75.67,18.63,14000.0
1454,20260918,77.26,81.59,9.7,13767.0
1455,20260918,63.09,67.22,22.22,34647.0
1456,20260918,80.69,85.56,6.58,4622.0
1457,20260918,68.29,75.03,14.33,16520.0
1458,20260918,51.07,59.79,23.45,21139.0
1459,20260918,78.33,84.17,8.06,12233.0
1460,20260918,65.23,72.04,14.77,23802.0
1462,20260918,34.47,46.4,30.6,61075.0
1463,20260918,75.17,81.94,9.5,33379.0
1464,20260918,54.35,61.6,21.97,63537.0
1465,20260918,62.34,71.97,16.71,10185.0
1466,20260918,62.1,69.24,18.03,21699.0
1467,20260918,59.72,67.27,19.07,17847.0
1468,20260918,96.81,97.55,0.89,1324.0
1469,20260918,87.63,92.35,0.57,336.0
1470,20260918,70.27,86.23,2.38,1192.0
1471,20260918,16.98,22.31,56.4,56213.0
1472,20260918,69.47,82.13,6.29,3591.0
1473,20260918,69.45,72.28,16.71,12546.0
1474,20260918,53.32,59.03,24.54,16291.0
1475,20260918,69.0,76.29,8.77,2289.0
1476,20260918,71.59,78.51,12.63,22364.0
1477,20260918,50.64,59.68,25.47,30897.0
1480,20260918,94.48,98.13,0.5,373.0
1491,20260918,46.3,59.65,12.34,1716.0
1498,20260918,0.0,48.56,5.79,13.0
1503,20260918,70.81,73.47,19.58,80008.0
1504,20260918,67.85,70.64,22.36,200866.0
1506,20260918,71.35,77.32,10.4,21292.0
1507,20260918,100.0,100.0,0.0,1.0
1512,20260918,47.97,54.06,23.61,19976.0
1513,20260918,41.08,45.99,45.65,155957.0
1514,20260918,33.36,40.77,48.5,101818.0
1515,20260918,40.33,48.84,37.28,24623.0
1516,20260918,58.33,64.82,22.81,43398.0
1517,20260918,44.1,48.4,37.59,46234.0
1519,20260918,68.6,73.9,17.89,85985.0
1521,20260918,66.44,68.06,23.02,23430.0
1522,20260918,52.55,57.59,32.76,30055.0
1524,20260918,35.53,38.46,47.2,45381.0
1525,20260918,86.5,89.25,8.32,3180.0
1526,20260918,29.94,38.14,41.87,52358.0
1527,20260918,29.15,33.55,50.0,64314.0
1528,20260918,27.74,29.52,58.19,93784.0
1529,20260918,45.0,48.27,38.58,30102.0
1530,20260918,70.06,75.93,18.26,10722.0
1531,20260918,54.14,64.1,17.44,12798.0
1532,20260918,58.67,66.7,18.0,19329.0
1533,20260918,52.11,63.69,26.74,9964.0
1534,20260918,35.44,47.06,33.28,4100.0
1535,20260918,75.37,75.79,18.57,9834.0
1536,20260918,27.6,33.39,51.0,83616.0
1537,20260918,43.01,51.04,36.99,15850.0
1538,20260918,70.77,78.45,11.32,7609.0
1539,20260918,60.51,61.14,26.45,5268.0
1540,20260918,23.21,34.8,49.7,41185.0
1541,20260918,79.46,83.76,9.23,2430.0
1553,20260918,0.0,0.0,70.14,30.0
1557,20260918,0.0,30.57,47.03,113.0
1558,20260918,16.74,39.14,38.31,27471.0
1560,20260918,50.31,66.02,16.35,22354.0
1563,20260918,36.51,45.93,27.8,15023.0
1565,20260918,8.4,17.54,61.58,37597.0
1568,20260918,57.23,64.83,22.3,9650.0
1569,20260918,42.66,51.2,27.98,24215.0
1570,20260918,44.49,55.3,23.0,34879.0
1571,20260918,0.0,67.23,7.29,9.0
1573,20260918,0.0,0.0,13.92,17.0
1575,20260918,0.0,0.0,99.99,9.0
1577,20260918,0.0,0.0,99.99,19.0
1580,20260918,29.88,38.5,43.72,27747.0
1582,20260918,25.78,31.51,52.31,66499.0
1583,20260918,89.51,91.25,5.54,2501.0
1584,20260918,36.68,40.96,40.62,56092.0
1585,20260918,46.04,65.76,10.74,934.0
1586,20260918,61.2,72.88,16.63,11992.0
1587,20260918,37.91,47.05,35.48,11841.0
1589,20260918,21.0,28.35,48.48,43147.0
1590,20260918,53.39,72.88,6.4,6691.0
1591,20260918,8.04,20.41,48.88,32399.0
1592,20260918,18.1,26.47,40.5,6278.0
1593,20260918,35.43,50.05,27.42,3304.0
1594,20260918,75.4,82.82,7.57,647.0
1595,20260918,36.44,48.43,30.53,9353.0
1597,20260918,37.11,49.48,36.4,20208.0
1598,20260918,52.73,60.48,23.48,10593.0
1599,20260918,56.85,64.98,24.84,11800.0
1601,20260918,6.31,11.58,55.08,16637.0
1602,20260918,9.57,12.17,77.58,273804.0
1603,20260918,69.49,72.71,19.67,13472.0
1604,20260918,52.6,58.76,28.33,101746.0
1605,20260918,72.8,75.23,17.83,249953.0
1606,20260918,9.55,15.95,55.88,77429.0
1608,20260918,63.28,66.2,25.08,48993.0
1609,20260918,28.49,32.61,53.39,196149.0
1611,20260918,43.93,52.74,34.39,87093.0
1612,20260918,55.51,61.53,28.37,37453.0
1613,20260918,47.38,57.74,23.02,22765.0
1614,20260918,75.52,83.15,5.23,5188.0
1615,20260918,76.85,80.71,12.72,8688.0
1616,20260918,56.52,60.0,28.49,14652.0
1617,20260918,69.13,75.34,16.44,11771.0
1618,20260918,53.37,57.86,32.47,22113.0
1623,20260918,73.47,77.1,15.96,5840.0
1626,20260918,60.15,69.57,15.31,9861.0
1702,20260918,54.85,57.92,33.03,64005.0
1707,20260918,40.62,50.92,34.68,68792.0
1708,20260918,33.94,39.47,49.57,86040.0
1709,20260918,64.24,73.04,15.54,40074.0
1710,20260918,57.41,62.64,23.79,59346.0
1711,20260918,39.45,44.9,40.35,97750.0
1712,20260918,47.63,56.5,27.25,82461.0
1713,20260918,67.7,74.3,13.36,23542.0
1714,20260918,46.81,52.15,31.39,107696.0
1717,20260918,60.9,66.81,23.63,100004.0
1718,20260918,47.8,52.67,32.89,190308.0
1720,20260918,61.5,65.0,24.01,16070.0
1721,20260918,31.59,37.66,47.12,67764.0
1722,20260918,58.23,63.66,23.08,122652.0
1723,20260918,46.93,52.55,35.56,62621.0
1725,20260918,93.1,94.44,4.04,3605.0
1726,20260918,83.56,85.42,8.72,9493.0
1727,20260918,57.82,64.88,24.72,17559.0
1729,20260918,85.84,91.39,5.83,4208.0
1730,20260918,53.73,57.3,36.27,10055.0
1731,20260918,51.75,55.7,28.59,18419.0
1732,20260918,44.13,46.4,40.68,38016.0
1733,20260918,31.9,44.05,37.07,38239.0
1734,20260918,41.5,49.72,32.42,70396.0
1735,20260918,77.82,78.42,14.78,8359.0
1736,20260918,83.16,88.54,5.98,7782.0
1737,20260918,59.3,62.35,26.99,74632.0
1742,20260918,72.77,80.8,9.07,11289.0
1748,20260918,36.48,39.61,37.81,709.0
1752,20260918,58.31,63.43,25.38,8130.0
1760,20260918,33.89,43.0,39.82,38956.0
1762,20260918,36.1,45.69,36.5,53908.0
1763,20260918,100.0,100.0,0.0,1.0
1764,20260918,100.0,100.0,0.0,1.0
1765,20260918,100.0,100.0,0.0,1.0
1766,20260918,100.0,100.0,0.0,1.0
1773,20260918,68.31,74.01,15.22,17029.0
1775,20260918,100.0,100.0,0.0,1.0
1776,20260918,44.14,65.81,17.5,3229.0
1777,20260918,54.22,59.87,23.92,3341.0
1780,20260918,63.16,78.44,10.39,2596.0
1781,20260918,23.54,44.87,38.89,35685.0
1783,20260918,56.1,63.91,20.44,38045.0
1784,20260918,18.13,28.08,44.52,34518.0
1785,20260918,36.49,42.53,43.32,133137.0
1786,20260918,44.39,51.05,31.48,44820.0
1788,20260918,40.09,49.79,33.48,7742.0
1789,20260918,74.61,76.97,13.22,24633.0
1794,20260918,0.0,0.0,52.35,131.0
1795,20260918,52.28,57.28,33.57,41073.0
1796,20260918,45.18,55.76,17.9,7591.0
1799,20260918,64.07,66.28,20.72,18890.0
1802,20260918,74.53,76.44,19.07,200290.0
1805,20260918,70.4,77.82,10.09,9266.0
1806,20260918,70.92,74.69,17.7,24604.0
1807,20260918,38.24,47.4,29.9,7550.0
1808,20260918,78.85,80.85,12.34,27534.0
1809,20260918,43.48,48.04,43.29,53408.0
1810,20260918,56.33,61.7,28.76,24474.0
1813,20260918,33.67,47.73,34.8,9045.0
1814,20260918,53.7,78.82,8.05,451.0
1815,20260918,47.66,51.38,39.1,153913.0
1816,20260918,91.94,94.8,2.76,900.0
1817,20260918,58.35,64.99,19.39,4504.0
1818,20260918,63.87,75.49,6.17,135.0
1819,20260918,65.69,84.42,3.13,136.0
1903,20260918,74.91,81.11,8.6,20890.0
1904,20260918,64.11,68.39,21.13,323559.0
1905,20260918,69.05,71.28,21.99,71118.0
1906,20260918,70.13,74.34,17.43,12484.0
1907,20260918,82.2,85.46,8.54,81802.0
1909,20260918,63.79,68.28,18.55,84378.0
1918,20260918,17.85,20.83,57.05,30816.0
2002,20260918,49.26,53.04,31.94,1315246.0
2006,20260918,75.03,81.25,12.02,58974.0
2007,20260918,75.66,76.75,16.27,27486.0
2008,20260918,91.25,92.58,4.52,7480.0
2009,20260918,56.14,57.79,35.49,47767.0
2010,20260918,65.01,69.19,19.32,34654.0
2012,20260918,74.58,83.85,9.0,44589.0
2013,20260918,77.32,79.48,15.92,43799.0
2014,20260918,47.56,50.53,36.56,173236.0
2015,20260918,82.1,88.2,5.0,11649.0
2017,20260918,56.96,61.57,25.66,40941.0
2020,20260918,44.19,50.86,34.69,59706.0
2022,20260918,37.14,40.42,41.61,62262.0
2023,20260918,77.79,79.38,14.58,101235.0
