date,code,key,raw,ret
2021-09-28,2330.TW,adr,1.76,-1.329
2021-09-28,2330.TW,us_index,-0.37,-1.329
2021-09-28,2330.TW,nvda,-1.53,-1.329
2021-09-29,2330.TW,adr,-14.64,-2.357
2021-09-29,2330.TW,us_index,-5.71,-2.357
2021-09-29,2330.TW,nvda,-3.55,-2.357
2021-09-29,2330.TW,vix,-3.0,-2.357
2021-10-01,2330.TW,adr,0.11,-1.035
2021-10-01,2330.TW,us_index,-0.26,-1.035
2021-10-01,2330.TW,nvda,0.78,-1.035
2021-10-04,2330.TW,adr,-0.32,-0.348
2021-10-04,2330.TW,us_index,0.14,-0.348
2021-10-04,2330.TW,nvda,0.1,-0.348
2021-10-06,2330.TW,adr,0.88,-0.175
2021-10-06,2330.TW,us_index,2.23,-0.175
2021-10-06,2330.TW,nvda,2.92,-0.175
2021-10-07,2330.TW,adr,0.29,1.576
2021-10-07,2330.TW,us_index,0.54,1.576
2021-10-07,2330.TW,nvda,0.97,1.576
2021-10-08,2330.TW,adr,5.45,-0.862
2021-10-08,2330.TW,us_index,1.65,-0.862
2021-10-08,2330.TW,nvda,1.45,-0.862
2021-10-13,2330.TW,adr,-3.85,-0.696
2021-10-13,2330.TW,us_index,-2.01,-0.696
2021-10-13,2330.TW,nvda,-0.09,-0.696
2021-10-14,2330.TW,adr,2.86,0.35
2021-10-14,2330.TW,us_index,0.69,0.35
2021-10-14,2330.TW,nvda,1.04,0.35
2021-10-15,2330.TW,adr,9.38,4.712
2021-10-15,2330.TW,us_index,4.63,4.712
2021-10-15,2330.TW,nvda,3.08,4.712
2021-10-18,2330.TW,adr,8.17,-1.667
2021-10-18,2330.TW,us_index,1.06,-1.667
2021-10-18,2330.TW,nvda,0.43,-1.667
2021-10-19,2330.TW,adr,1.67,1.695
2021-10-19,2330.TW,us_index,1.1,1.695
2021-10-19,2330.TW,nvda,1.32,1.695
2021-10-20,2330.TW,adr,5.62,-0.333
2021-10-20,2330.TW,us_index,1.92,-0.333
2021-10-20,2330.TW,nvda,0.24,-0.333
2021-10-21,2330.TW,adr,-4.69,-0.334
2021-10-21,2330.TW,us_index,-0.32,-0.334
2021-10-21,2330.TW,nvda,-0.67,-0.334
2021-10-22,2330.TW,adr,2.42,0.671
2021-10-22,2330.TW,us_index,1.68,0.671
2021-10-22,2330.TW,nvda,2.13,0.671
2021-10-25,2330.TW,adr,-7.09,-1.167
2021-10-25,2330.TW,us_index,-1.84,-1.167
2021-10-25,2330.TW,nvda,0.12,-1.167
2021-10-26,2330.TW,adr,-2.07,1.012
2021-10-26,2330.TW,us_index,0.98,1.012
2021-10-26,2330.TW,nvda,1.55,1.012
2021-10-28,2330.TW,adr,-1.51,-0.668
2021-10-28,2330.TW,us_index,-1.44,-0.668
2021-10-28,2330.TW,nvda,-0.86,-0.668
2021-10-29,2330.TW,adr,7.95,-0.84
2021-10-29,2330.TW,us_index,3.51,-0.84
2021-10-29,2330.TW,nvda,1.6,-0.84
2021-11-02,2330.TW,adr,1.48,0.339
2021-11-02,2330.TW,us_index,2.39,0.339
2021-11-02,2330.TW,nvda,0.81,0.339
2021-11-04,2330.TW,adr,-0.35,-0.845
2021-11-04,2330.TW,us_index,1.75,-0.845
2021-11-04,2330.TW,nvda,0.6,-0.845
2021-11-05,2330.TW,adr,13.26,2.215
2021-11-05,2330.TW,us_index,5.25,2.215
2021-11-05,2330.TW,nvda,4.0,2.215
2021-11-08,2330.TW,adr,0.03,0.333
2021-11-08,2330.TW,us_index,1.65,0.333
2021-11-08,2330.TW,nvda,-0.13,0.333
2021-11-09,2330.TW,adr,10.56,1.495
2021-11-09,2330.TW,us_index,1.87,1.495
2021-11-09,2330.TW,nvda,2.83,1.495
2021-11-10,2330.TW,adr,2.88,0.164
2021-11-10,2330.TW,us_index,-0.11,0.164
2021-11-10,2330.TW,nvda,-0.38,0.164
2021-11-11,2330.TW,adr,-11.76,-0.98
2021-11-11,2330.TW,us_index,-4.24,-0.98
2021-11-11,2330.TW,nvda,-3.13,-0.98
2021-11-12,2330.TW,adr,-0.03,-0.33
2021-11-12,2330.TW,us_index,2.9,-0.33
2021-11-12,2330.TW,nvda,2.53,-0.33
2021-11-15,2330.TW,adr,1.69,0.662
2021-11-15,2330.TW,us_index,1.2,0.662
2021-11-16,2330.TW,adr,-1.92,0.329
2021-11-16,2330.TW,us_index,-0.03,0.329
2021-11-16,2330.TW,nvda,-0.96,0.329
2021-11-18,2330.TW,adr,3.32,0.492
2021-11-18,2330.TW,us_index,-1.09,0.492
2021-11-18,2330.TW,nvda,-2.5,0.492
2021-11-19,2330.TW,adr,14.55,0.816
2021-11-19,2330.TW,us_index,2.68,0.816
2021-11-19,2330.TW,nvda,4.0,0.816
2021-11-22,2330.TW,adr,2.82,-0.485
2021-11-22,2330.TW,us_index,0.46,-0.485
2021-11-22,2330.TW,nvda,3.31,-0.485
2021-11-23,2330.TW,adr,1.58,-0.488
2021-11-23,2330.TW,us_index,-2.49,-0.488
2021-11-23,2330.TW,nvda,-2.5,-0.488
2021-11-24,2330.TW,adr,-10.87,-1.471
2021-11-24,2330.TW,us_index,-0.49,-1.471
2021-11-24,2330.TW,nvda,-0.53,-1.471
2021-11-29,2330.TW,adr,-12.0,-0.503
2021-11-29,2330.TW,us_index,-4.38,-0.503
2021-11-29,2330.TW,nvda,-2.87,-0.503
2021-11-29,2330.TW,vix,-3.0,-0.503
2021-11-30,2330.TW,adr,7.48,0.506
2021-11-30,2330.TW,us_index,6.0,0.506
2021-11-30,2330.TW,nvda,4.0,0.506
2021-11-30,2330.TW,vix,2.0,0.506
2021-12-01,2330.TW,adr,-7.14,0.671
2021-12-01,2330.TW,us_index,-2.97,0.671
2021-12-01,2330.TW,nvda,-1.68,0.671
2021-12-01,2330.TW,vix,-3.0,0.671
2021-12-02,2330.TW,adr,11.88,2.5
2021-12-02,2330.TW,us_index,-0.88,2.5
2021-12-02,2330.TW,nvda,-3.04,2.5
2021-12-02,2330.TW,vix,-5.0,2.5
2021-12-03,2330.TW,adr,3.55,-1.138
2021-12-03,2330.TW,us_index,0.0,-1.138
2021-12-03,2330.TW,nvda,1.76,-1.138
2021-12-03,2330.TW,vix,2.0,-1.138
2021-12-06,2330.TW,adr,-7.79,-1.316
2021-12-06,2330.TW,us_index,-0.25,-1.316
2021-12-06,2330.TW,nvda,-3.57,-1.316
2021-12-06,2330.TW,vix,-2.0,-1.316
2021-12-07,2330.TW,adr,-0.64,1.167
2021-12-07,2330.TW,us_index,-0.18,1.167
2021-12-07,2330.TW,nvda,-1.71,1.167
2021-12-07,2330.TW,vix,2.0,1.167
2021-12-08,2330.TW,adr,10.68,-0.824
2021-12-08,2330.TW,us_index,6.0,-0.824
2021-12-08,2330.TW,nvda,4.0,-0.824
2021-12-08,2330.TW,vix,2.0,-0.824
2021-12-09,2330.TW,adr,-1.7,0.997
2021-12-09,2330.TW,us_index,-0.91,0.997
2021-12-09,2330.TW,nvda,-1.48,0.997
2021-12-10,2330.TW,adr,-7.55,-0.493
2021-12-10,2330.TW,us_index,-3.21,-0.493
2021-12-10,2330.TW,nvda,-3.36,-0.493
2021-12-13,2330.TW,adr,-1.24,-0.661
2021-12-13,2330.TW,us_index,1.36,-0.661
2021-12-13,2330.TW,nvda,-0.77,-0.661
2021-12-13,2330.TW,vix,2.0,-0.661
2021-12-14,2330.TW,adr,-9.1,-0.333
2021-12-14,2330.TW,us_index,-3.84,-0.333
2021-12-14,2330.TW,nvda,-4.0,-0.333
2021-12-15,2330.TW,adr,-0.45,0.167
2021-12-15,2330.TW,us_index,-0.79,0.167
2021-12-15,2330.TW,nvda,0.5,0.167
2021-12-16,2330.TW,adr,14.14,1.298
2021-12-16,2330.TW,us_index,5.54,1.298
2021-12-16,2330.TW,nvda,4.0,1.298
2021-12-16,2330.TW,vix,2.0,1.298
2021-12-17,2330.TW,adr,-12.72,0.331
2021-12-17,2330.TW,us_index,-6.0,0.331
2021-12-17,2330.TW,nvda,-4.0,0.331
2021-12-20,2330.TW,adr,-0.86,-1.483
2021-12-20,2330.TW,us_index,-0.21,-1.483
2021-12-20,2330.TW,nvda,-1.65,-1.483
2021-12-21,2330.TW,adr,-4.75,-0.167
2021-12-21,2330.TW,us_index,-1.14,-0.167
2021-12-21,2330.TW,nvda,-0.24,-0.167
2021-12-22,2330.TW,adr,8.7,0.503
2021-12-22,2330.TW,us_index,5.02,0.503
2021-12-22,2330.TW,nvda,3.91,0.503
2021-12-23,2330.TW,adr,13.15,1.0
2021-12-23,2330.TW,us_index,1.35,1.0
2021-12-23,2330.TW,nvda,0.89,1.0
2021-12-23,2330.TW,vix,2.0,1.0
2021-12-24,2330.TW,adr,-2.04,-0.33
2021-12-24,2330.TW,us_index,1.56,-0.33
2021-12-24,2330.TW,nvda,0.65,-0.33
2021-12-28,2330.TW,adr,6.7,1.485
2021-12-28,2330.TW,us_index,4.09,1.485
2021-12-28,2330.TW,nvda,3.52,1.485
2021-12-29,2330.TW,adr,-2.09,0.163
2021-12-29,2330.TW,us_index,-1.76,0.163
2021-12-29,2330.TW,nvda,-1.61,0.163
2021-12-30,2330.TW,adr,-2.13,-0.162
2021-12-30,2330.TW,us_index,0.27,-0.162
2021-12-30,2330.TW,nvda,-0.85,-0.162
2022-01-03,2330.TW,adr,-3.63,2.602
2022-01-03,2330.TW,us_index,-2.0,2.602
2022-01-03,2330.TW,nvda,-1.58,2.602
2022-01-04,2330.TW,adr,15.0,3.962
2022-01-04,2330.TW,us_index,3.08,3.962
2022-01-04,2330.TW,nvda,1.93,3.962
2022-01-05,2330.TW,adr,14.29,-0.915
2022-01-05,2330.TW,us_index,-0.68,-0.915
2022-01-05,2330.TW,nvda,-2.21,-0.915
2022-01-06,2330.TW,adr,-15.0,-0.923
2022-01-06,2330.TW,us_index,-4.83,-0.923
2022-01-06,2330.TW,nvda,-4.0,-0.923
2022-01-06,2330.TW,vix,-3.0,-0.923
2022-01-07,2330.TW,adr,4.44,-1.553
2022-01-07,2330.TW,us_index,1.13,-1.553
2022-01-07,2330.TW,nvda,1.66,-1.553
2022-01-10,2330.TW,adr,-15.0,1.42
2022-01-10,2330.TW,us_index,-4.33,1.42
2022-01-10,2330.TW,nvda,-2.64,1.42
2022-01-11,2330.TW,adr,4.89,1.244
2022-01-11,2330.TW,us_index,0.36,1.244
2022-01-11,2330.TW,nvda,0.45,1.244
2022-01-12,2330.TW,adr,13.31,1.382
2022-01-12,2330.TW,us_index,2.76,1.382
2022-01-12,2330.TW,nvda,1.22,1.382
2022-01-13,2330.TW,adr,9.48,0.152
2022-01-13,2330.TW,us_index,1.0,0.152
2022-01-13,2330.TW,nvda,0.52,0.152
2022-01-14,2330.TW,adr,15.0,1.664
2022-01-14,2330.TW,us_index,-3.44,1.664
2022-01-14,2330.TW,nvda,-4.0,1.664
2022-01-14,2330.TW,vix,-3.0,1.664
2022-01-17,2330.TW,adr,4.22,1.637
2022-01-17,2330.TW,us_index,3.49,1.637
2022-01-17,2330.TW,nvda,1.1,1.637
2022-01-19,2330.TW,adr,-15.0,-1.208
2022-01-19,2330.TW,us_index,-6.0,-1.208
2022-01-19,2330.TW,nvda,-3.09,-1.208
2022-01-19,2330.TW,vix,-3.0,-1.208
2022-01-20,2330.TW,adr,-8.43,-0.459
2022-01-20,2330.TW,us_index,-4.63,-0.459
2022-01-20,2330.TW,nvda,-2.58,-0.459
2022-01-21,2330.TW,adr,-8.18,-1.536
2022-01-21,2330.TW,us_index,-4.88,-1.536
2022-01-21,2330.TW,nvda,-2.93,-1.536
2022-01-24,2330.TW,adr,-11.84,1.872
2022-01-24,2330.TW,us_index,-2.57,1.872
2022-01-24,2330.TW,nvda,-2.57,1.872
2022-01-24,2330.TW,vix,-3.0,1.872
2022-01-25,2330.TW,adr,4.59,-1.838
2022-01-25,2330.TW,us_index,1.97,-1.838
2022-01-25,2330.TW,nvda,-0.01,-1.838
2022-01-26,2330.TW,adr,-11.05,-0.78
2022-01-26,2330.TW,us_index,-5.56,-0.78
2022-01-26,2330.TW,nvda,-3.59,-0.78
2022-01-26,2330.TW,vix,-2.0,-0.78
2022-02-07,2330.TW,adr,-3.52,-0.157
2022-02-07,2330.TW,us_index,5.16,-0.157
2022-02-07,2330.TW,nvda,4.0,-0.157
2022-02-07,2330.TW,vix,2.0,-0.157
2022-02-08,2330.TW,adr,4.26,-1.102
2022-02-08,2330.TW,us_index,-0.03,-1.102
2022-02-08,2330.TW,nvda,1.35,-1.102
2022-02-09,2330.TW,adr,4.58,0.796
2022-02-09,2330.TW,us_index,3.6,0.796
2022-02-09,2330.TW,nvda,1.23,0.796
2022-02-10,2330.TW,adr,5.85,2.528
2022-02-10,2330.TW,us_index,5.03,2.528
2022-02-10,2330.TW,nvda,4.0,2.528
2022-02-11,2330.TW,adr,-2.58,0.154
2022-02-11,2330.TW,us_index,-4.83,0.154
2022-02-11,2330.TW,nvda,-2.64,0.154
2022-02-11,2330.TW,vix,-3.0,0.154
2022-02-14,2330.TW,adr,-11.87,-2.0
2022-02-14,2330.TW,us_index,-6.0,-2.0
2022-02-14,2330.TW,nvda,-4.0,-2.0
2022-02-14,2330.TW,vix,-3.0,-2.0
2022-02-15,2330.TW,adr,-4.1,-0.628
2022-02-15,2330.TW,us_index,0.22,-0.628
2022-02-15,2330.TW,nvda,1.06,-0.628
2022-02-16,2330.TW,adr,15.0,2.054
2022-02-16,2330.TW,us_index,6.0,2.054
2022-02-16,2330.TW,nvda,4.0,2.054
2022-02-17,2330.TW,adr,-2.96,-0.155
2022-02-17,2330.TW,us_index,0.05,-0.155
2022-02-17,2330.TW,nvda,0.05,-0.155
2022-02-18,2330.TW,adr,-12.43,-1.24
2022-02-18,2330.TW,us_index,-5.61,-1.24
2022-02-18,2330.TW,nvda,-4.0,-1.24
2022-02-18,2330.TW,vix,-3.0,-1.24
2022-02-21,2330.TW,adr,-1.5,-0.785
2022-02-21,2330.TW,us_index,-1.68,-0.785
2022-02-21,2330.TW,nvda,-2.82,-0.785
2022-02-23,2330.TW,adr,-8.05,-0.319
2022-02-23,2330.TW,us_index,-1.25,-0.319
2022-02-23,2330.TW,nvda,-0.85,-0.319
2022-02-24,2330.TW,adr,-3.46,-3.36
2022-02-24,2330.TW,us_index,-3.5,-3.36
2022-02-24,2330.TW,nvda,-3.43,-3.36
2022-02-24,2330.TW,vix,-2.0,-3.36
2022-03-02,2330.TW,adr,3.89,-0.497
2022-03-02,2330.TW,us_index,-5.45,-0.497
2022-03-02,2330.TW,nvda,-2.98,-0.497
2022-03-02,2330.TW,vix,-5.0,-0.497
2022-03-03,2330.TW,adr,5.78,0.166
2022-03-03,2330.TW,us_index,5.05,0.166
2022-03-03,2330.TW,nvda,2.53,0.166
2022-03-03,2330.TW,vix,-2.0,0.166
2022-03-04,2330.TW,adr,-2.99,-1.163
2022-03-04,2330.TW,us_index,-3.35,-1.163
2022-03-04,2330.TW,nvda,-1.67,-1.163
2022-03-04,2330.TW,vix,-2.0,-1.163
2022-03-07,2330.TW,adr,-13.71,-3.193
2022-03-07,2330.TW,us_index,-3.63,-3.193
2022-03-07,2330.TW,nvda,-2.62,-3.193
2022-03-07,2330.TW,vix,-2.0,-3.193
2022-03-08,2330.TW,adr,-15.0,-2.257
2022-03-08,2330.TW,us_index,-6.0,-2.257
2022-03-08,2330.TW,nvda,-4.0,-2.257
2022-03-08,2330.TW,vix,-5.0,-2.257
2022-03-09,2330.TW,adr,2.86,0.888
2022-03-09,2330.TW,us_index,2.8,0.888
2022-03-09,2330.TW,nvda,0.61,0.888
2022-03-09,2330.TW,vix,-2.0,0.888
2022-03-10,2330.TW,adr,15.0,3.345
2022-03-10,2330.TW,us_index,5.95,3.345
2022-03-10,2330.TW,nvda,4.0,3.345
2022-03-10,2330.TW,vix,-2.0,3.345
2022-03-11,2330.TW,adr,-3.77,-2.044
2022-03-11,2330.TW,us_index,-3.25,-2.044
2022-03-11,2330.TW,nvda,-1.24,-2.044
2022-03-11,2330.TW,vix,-2.0,-2.044
2022-03-14,2330.TW,adr,-9.81,-0.522
2022-03-14,2330.TW,us_index,-3.13,-0.522
2022-03-14,2330.TW,nvda,-1.97,-0.522
2022-03-14,2330.TW,vix,-2.0,-0.522
2022-03-15,2330.TW,adr,-8.32,-2.448
2022-03-15,2330.TW,us_index,-4.61,-2.448
2022-03-15,2330.TW,nvda,-2.79,-2.448
2022-03-15,2330.TW,vix,-2.0,-2.448
2022-03-16,2330.TW,adr,11.24,0.495
2022-03-16,2330.TW,us_index,6.0,0.495
2022-03-16,2330.TW,nvda,4.0,0.495
2022-03-17,2330.TW,adr,14.11,4.301
2022-03-17,2330.TW,us_index,6.0,4.301
2022-03-17,2330.TW,nvda,4.0,4.301
2022-03-17,2330.TW,vix,2.0,4.301
2022-03-18,2330.TW,adr,3.03,-0.172
2022-03-18,2330.TW,us_index,1.1,-0.172
2022-03-18,2330.TW,nvda,0.88,-0.172
2022-03-21,2330.TW,adr,0.86,0.861
2022-03-21,2330.TW,us_index,3.02,0.861
2022-03-21,2330.TW,nvda,4.0,0.861
2022-03-22,2330.TW,adr,0.75,-0.512
2022-03-22,2330.TW,us_index,-0.4,-0.512
2022-03-22,2330.TW,nvda,0.85,-0.512
2022-03-23,2330.TW,adr,0.45,1.201
2022-03-23,2330.TW,us_index,0.99,1.201
2022-03-23,2330.TW,nvda,-0.63,1.201
2022-03-24,2330.TW,adr,-6.32,0.169
2022-03-24,2330.TW,us_index,-3.72,0.169
2022-03-24,2330.TW,nvda,-2.68,0.169
2022-03-25,2330.TW,adr,9.76,1.184
2022-03-25,2330.TW,us_index,6.0,1.184
2022-03-25,2330.TW,nvda,4.0,1.184
2022-03-28,2330.TW,adr,-4.41,-2.341
2022-03-28,2330.TW,us_index,-0.31,-2.341
2022-03-28,2330.TW,nvda,-1.3,-2.341
2022-03-29,2330.TW,adr,-1.5,0.856
2022-03-29,2330.TW,us_index,0.93,0.856
2022-03-29,2330.TW,nvda,1.52,0.856
2022-03-30,2330.TW,adr,10.98,1.868
2022-03-30,2330.TW,us_index,3.32,1.868
2022-03-30,2330.TW,nvda,1.24,1.868
2022-03-31,2330.TW,adr,-9.23,-0.5
2022-03-31,2330.TW,us_index,-4.84,-0.5
2022-03-31,2330.TW,nvda,-2.7,-0.5
2022-04-01,2330.TW,adr,-9.26,-1.34
2022-04-01,2330.TW,us_index,-3.4,-1.34
2022-04-01,2330.TW,nvda,-1.17,-1.34
2022-04-06,2330.TW,adr,-6.6,-1.868
2022-04-06,2330.TW,us_index,-6.0,-1.868
2022-04-06,2330.TW,nvda,-3.92,-1.868
2022-04-07,2330.TW,adr,-5.15,-2.076
2022-04-07,2330.TW,us_index,-3.48,-2.076
2022-04-07,2330.TW,nvda,-4.0,-2.076
2022-04-08,2330.TW,adr,-2.61,0.177
2022-04-08,2330.TW,us_index,0.16,0.177
2022-04-08,2330.TW,nvda,-0.65,0.177
2022-04-11,2330.TW,adr,-4.89,-1.587
2022-04-11,2330.TW,us_index,-3.63,-1.587
2022-04-11,2330.TW,nvda,-3.6,-1.587
2022-04-12,2330.TW,adr,-6.93,-0.179
2022-04-12,2330.TW,us_index,-3.13,-0.179
2022-04-12,2330.TW,nvda,-4.0,-0.179
2022-04-12,2330.TW,vix,-3.0,-0.179
2022-04-13,2330.TW,adr,-0.53,2.873
2022-04-13,2330.TW,us_index,-0.37,2.873
2022-04-13,2330.TW,nvda,-1.51,2.873
2022-04-15,2330.TW,adr,-12.37,-1.92
2022-04-15,2330.TW,us_index,-4.38,-1.92
2022-04-15,2330.TW,nvda,-3.4,-1.92
2022-04-19,2330.TW,adr,1.67,0.713
2022-04-19,2330.TW,us_index,2.82,0.713
2022-04-19,2330.TW,nvda,1.98,0.713
2022-04-20,2330.TW,adr,2.75,0.885
2022-04-20,2330.TW,us_index,3.31,0.885
2022-04-20,2330.TW,nvda,1.52,0.885
2022-04-21,2330.TW,adr,-1.77,-0.877
2022-04-21,2330.TW,us_index,-0.52,-0.877
2022-04-21,2330.TW,nvda,-2.58,-0.877
2022-04-22,2330.TW,adr,-5.45,-1.239
2022-04-22,2330.TW,us_index,-3.98,-1.239
2022-04-22,2330.TW,nvda,-4.0,-1.239
2022-04-22,2330.TW,vix,-3.0,-1.239
2022-04-25,2330.TW,adr,-8.11,-1.971
2022-04-25,2330.TW,us_index,-3.38,-1.971
2022-04-25,2330.TW,nvda,-2.65,-1.971
2022-04-25,2330.TW,vix,-3.0,-1.971
2022-04-26,2330.TW,adr,2.34,-0.183
2022-04-26,2330.TW,us_index,2.64,-0.183
2022-04-26,2330.TW,nvda,1.59,-0.183
2022-04-27,2330.TW,adr,-14.42,-3.663
2022-04-27,2330.TW,us_index,-6.0,-3.663
2022-04-27,2330.TW,nvda,-4.0,-3.663
2022-04-27,2330.TW,vix,-5.0,-3.663
2022-04-28,2330.TW,adr,-10.82,0.951
2022-04-28,2330.TW,us_index,-0.73,0.951
2022-04-28,2330.TW,nvda,-1.59,0.951
2022-04-28,2330.TW,vix,-2.0,0.951
2022-04-29,2330.TW,adr,15.0,1.318
2022-04-29,2330.TW,us_index,6.0,1.318
2022-04-29,2330.TW,nvda,4.0,1.318
2022-05-03,2330.TW,adr,-6.05,-1.301
2022-05-03,2330.TW,us_index,-1.44,-1.301
2022-05-03,2330.TW,nvda,-0.74,-1.301
2022-05-03,2330.TW,vix,-2.0,-1.301
2022-05-04,2330.TW,adr,-0.55,0.565
2022-05-04,2330.TW,us_index,1.12,0.565
2022-05-04,2330.TW,nvda,0.28,0.565
2022-05-05,2330.TW,adr,10.08,1.498
2022-05-05,2330.TW,us_index,5.86,1.498
2022-05-05,2330.TW,nvda,2.99,1.498
2022-05-05,2330.TW,vix,2.0,1.498
2022-05-06,2330.TW,adr,-15.0,-2.583
2022-05-06,2330.TW,us_index,-6.0,-2.583
2022-05-06,2330.TW,nvda,-4.0,-2.583
2022-05-06,2330.TW,vix,-5.0,-2.583
2022-05-09,2330.TW,adr,-2.26,-1.515
2022-05-09,2330.TW,us_index,-1.17,-1.515
2022-05-09,2330.TW,nvda,-0.72,-1.515
2022-05-09,2330.TW,vix,-2.0,-1.515
2022-05-10,2330.TW,adr,-15.0,-0.385
2022-05-10,2330.TW,us_index,-6.0,-0.385
2022-05-10,2330.TW,nvda,-4.0,-0.385
2022-05-10,2330.TW,vix,-5.0,-0.385
2022-05-11,2330.TW,adr,6.96,0.579
2022-05-11,2330.TW,us_index,3.77,0.579
2022-05-11,2330.TW,nvda,3.04,0.579
2022-05-11,2330.TW,vix,-2.0,0.579
2022-05-12,2330.TW,adr,-4.46,-3.071
2022-05-12,2330.TW,us_index,-4.56,-3.071
2022-05-12,2330.TW,nvda,-4.0,-3.071
2022-05-12,2330.TW,vix,-2.0,-3.071
2022-05-13,2330.TW,adr,-0.64,1.188
2022-05-13,2330.TW,us_index,0.81,1.188
2022-05-13,2330.TW,nvda,-2.19,1.188
2022-05-13,2330.TW,vix,-2.0,1.188
2022-05-16,2330.TW,adr,14.92,1.761
2022-05-16,2330.TW,us_index,6.0,1.761
2022-05-16,2330.TW,nvda,4.0,1.761
2022-05-17,2330.TW,adr,-2.42,1.923
2022-05-17,2330.TW,us_index,-2.54,1.923
2022-05-17,2330.TW,nvda,-2.0,1.923
2022-05-18,2330.TW,adr,12.87,1.509
2022-05-18,2330.TW,us_index,6.0,1.509
2022-05-18,2330.TW,nvda,4.0,1.509
2022-05-19,2330.TW,adr,-11.96,-2.974
2022-05-19,2330.TW,us_index,-6.0,-2.974
2022-05-19,2330.TW,nvda,-4.0,-2.974
2022-05-19,2330.TW,vix,-5.0,-2.974
2022-05-20,2330.TW,adr,-1.41,1.533
2022-05-20,2330.TW,us_index,-0.91,1.533
2022-05-20,2330.TW,nvda,0.88,1.533
2022-05-23,2330.TW,adr,2.53,-0.377
2022-05-23,2330.TW,us_index,-0.4,-0.377
2022-05-23,2330.TW,nvda,-2.01,-0.377
2022-05-24,2330.TW,adr,3.17,-1.515
2022-05-24,2330.TW,us_index,0.82,-1.515
2022-05-24,2330.TW,nvda,0.98,-1.515
2022-05-25,2330.TW,adr,-12.15,0.769
2022-05-25,2330.TW,us_index,-3.69,0.769
2022-05-25,2330.TW,nvda,-3.52,0.769
2022-05-26,2330.TW,adr,7.62,-1.908
2022-05-26,2330.TW,us_index,2.96,-1.908
2022-05-26,2330.TW,nvda,4.0,-1.908
2022-05-27,2330.TW,adr,2.61,3.113
2022-05-27,2330.TW,us_index,5.81,3.113
2022-05-27,2330.TW,nvda,4.0,3.113
2022-05-30,2330.TW,adr,12.18,3.208
2022-05-30,2330.TW,us_index,6.0,3.208
2022-05-30,2330.TW,nvda,4.0,3.208
2022-06-01,2330.TW,adr,6.53,-1.964
2022-06-01,2330.TW,us_index,-0.8,-1.964
2022-06-01,2330.TW,nvda,-0.59,-1.964
2022-06-02,2330.TW,adr,-2.31,-1.639
2022-06-02,2330.TW,us_index,-2.4,-1.639
2022-06-02,2330.TW,nvda,-1.51,-1.639
2022-06-07,2330.TW,adr,-2.82,-0.926
2022-06-07,2330.TW,us_index,0.01,-0.926
2022-06-07,2330.TW,nvda,0.28,-0.926
2022-06-08,2330.TW,adr,3.14,1.682
2022-06-08,2330.TW,us_index,1.48,1.682
2022-06-08,2330.TW,nvda,0.6,1.682
2022-06-09,2330.TW,adr,-1.58,-0.551
2022-06-09,2330.TW,us_index,-3.58,-0.551
2022-06-09,2330.TW,nvda,-1.18,-0.551
2022-06-10,2330.TW,adr,-11.21,-2.033
2022-06-10,2330.TW,us_index,-4.04,-2.033
2022-06-10,2330.TW,nvda,-2.57,-2.033
2022-06-13,2330.TW,adr,-9.55,-2.642
2022-06-13,2330.TW,us_index,-5.4,-2.642
2022-06-13,2330.TW,nvda,-4.0,-2.642
2022-06-14,2330.TW,adr,-14.12,-0.581
2022-06-14,2330.TW,us_index,-6.0,-0.581
2022-06-14,2330.TW,nvda,-4.0,-0.581
2022-06-14,2330.TW,vix,-5.0,-0.581
2022-06-15,2330.TW,adr,7.67,-0.78
2022-06-15,2330.TW,us_index,0.95,-0.78
2022-06-15,2330.TW,nvda,0.97,-0.78
2022-06-15,2330.TW,vix,-2.0,-0.78
2022-06-16,2330.TW,adr,8.9,0.346
2022-06-16,2330.TW,us_index,2.66,0.346
2022-06-16,2330.TW,nvda,3.49,0.346
2022-06-17,2330.TW,adr,-15.0,-1.378
2022-06-17,2330.TW,us_index,-6.0,-1.378
2022-06-17,2330.TW,nvda,-4.0,-1.378
2022-06-17,2330.TW,vix,-5.0,-1.378
2022-06-20,2330.TW,adr,2.27,-0.599
2022-06-20,2330.TW,us_index,0.68,-0.599
2022-06-20,2330.TW,nvda,1.43,-0.599
2022-06-20,2330.TW,vix,-2.0,-0.599
2022-06-22,2330.TW,adr,9.18,-2.079
2022-06-22,2330.TW,us_index,4.12,-2.079
2022-06-22,2330.TW,nvda,3.46,-2.079
2022-06-22,2330.TW,vix,-2.0,-2.079
2022-06-23,2330.TW,adr,-9.38,-1.82
2022-06-23,2330.TW,us_index,-1.68,-1.82
2022-06-23,2330.TW,nvda,-0.99,-1.82
2022-06-24,2330.TW,adr,-3.72,0.206
2022-06-24,2330.TW,us_index,-0.97,0.206
2022-06-24,2330.TW,nvda,-0.66,0.206
2022-06-27,2330.TW,adr,8.56,2.467
2022-06-27,2330.TW,us_index,6.0,2.467
2022-06-27,2330.TW,nvda,4.0,2.467
2022-06-28,2330.TW,adr,-0.28,-0.201
2022-06-28,2330.TW,us_index,-0.28,-0.201
2022-06-28,2330.TW,nvda,-1.2,-0.201
2022-06-29,2330.TW,adr,-7.08,-1.307
2022-06-29,2330.TW,us_index,-3.95,-1.307
2022-06-29,2330.TW,nvda,-4.0,-1.307
